mental_health,substance_use,telehealth,residential,partial_hospitalization,outpatient,intensive_outpatient,inpatient,cash_payment,medicaid,medicare,private_insurance,tricare,sliding_fee_scale,cbt,dbt,opioid_treatment_program,medication_assisted_treatment,veterans,adolescents,pregnant_postpartum,asl_support,spanish_support,facility_name,program_name,address1,address2,city,state,zip_code,county,phone,website,latitude,longitude,type_facility,full_address,display_name
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,Healthcare Resource Centers,,175 Crescent Avenue,,Chelsea,MA,02150,Suffolk,617-889-8779,https://www.hcrcenters.com/health-care-resource-centers-chelsea/,42.396243,-71.0232651,SU,"175 Crescent Avenue, Chelsea, MA 02150",Healthcare Resource Centers
False,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,False,True,True,True,Healthcare Resource Centers,,23 Bradston Street,,Boston,MA,02118,Suffolk,617-318-6480,https://www.hcrcenters.com,42.3330995,-71.0705822,SU,"23 Bradston Street, Boston, MA 02118",Healthcare Resource Centers
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,Healthcare Resource Centers,,9 Forbes Road,Suite 9-C,Woburn,MA,01801,Middlesex,781-838-6757,https://www.hcrcenters.com/health-care-resource-centers-woburn/,42.4949767,-71.121642,SU,"9 Forbes Road, Suite 9-C, Woburn, MA 01801",Healthcare Resource Centers
True,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,Hello House Burt Street,,,,Dorchester Center,MA,02124,Suffolk,617-288-3250,https://www.voamass.org,,,MH,"Dorchester Center, MA 02124",Hello House Burt Street
False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,True,Hillside Detox Center,,188 Florence Street,,Chestnut Hill,MA,02467,Middlesex,781-332-4135,https://hsalcoholdetox.com,42.3183755,-71.1740473,SU,"188 Florence Street, Chestnut Hill, MA 02467",Hillside Detox Center
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,Hope House Inc,Co Occurring Enhanced Resid Rehab Serv,8 Famham Street,,Roxbury,MA,02119,Suffolk,617-971-9360,https://www.hopehouseboston.org,42.330597,-71.0745509,SU,"8 Famham Street, Roxbury, MA 02119",Hope House Inc — Co Occurring Enhanced Resid Rehab Serv
True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,Hope House Inc,Outpatient,8 Farnham Street,,Roxbury,MA,02119,Suffolk,617-971-9360,https://www.hopehouseboston.org,42.330597,-71.0745509,MH,"8 Farnham Street, Roxbury, MA 02119",Hope House Inc — Outpatient
False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Hurley House,Recovery Home,12 Lowell Street,,Waltham,MA,02453,Middlesex,781-894-6110,https://www.mhsainc.org/hurleyhouse,42.3705225,-71.2336387,SU,"12 Lowell Street, Waltham, MA 02453",Hurley House — Recovery Home
True,True,True,False,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,Insight Recovery Mental Health,,7 McKay Avenue,,Winchester,MA,01890,Middlesex,781-653-6598,https://www.insightrecoverymh.com,42.4616955,-71.1353262,MH,"7 McKay Avenue, Winchester, MA 01890",Insight Recovery Mental Health
True,True,True,False,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,Institute for Health and Recovery Inc,,75 North Beacon Street,2nd Floor,Watertown,MA,02472,Middlesex,617-661-3991,https://www.healthrecovery.org,42.3643553,-71.180637,MH,"75 North Beacon Street, 2nd Floor, Watertown, MA 02472",Institute for Health and Recovery Inc
True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,Interim House Inc,Recovery Home,,,Dorchester Center,MA,02124,Suffolk,617-265-2636,https://,,,MH,"Dorchester Center, MA 02124",Interim House Inc — Recovery Home
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,JRI Behavioral Health Center,Salem,110 Boston Street,,Salem,MA,01970,Essex,978-744-7905,https://jri.org/services/community/childrens-friend-and-family-services,42.521064,-70.9125602,MH,"110 Boston Street, Salem, MA 01970",JRI Behavioral Health Center — Salem
True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,True,JRI Lawrence,Behavioral Health Center,15 Union Street,Suite 215,Lawrence,MA,01840,Essex,978-682-7289,https://www.jri.org,42.708399,-71.1531139,MH,"15 Union Street, Suite 215, Lawrence, MA 01840",JRI Lawrence — Behavioral Health Center
False,True,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,Johnson Street Womens Program,Bridgewell,10 Dearborn Road,,Peabody,MA,01960,Essex,781-584-8490,https://www.bridgewell.org,,,SU,"10 Dearborn Road, Peabody, MA 01960",Johnson Street Womens Program — Bridgewell
True,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Judge Baker Childrens Center,Center for Effective Therapy,53 Parker Hill Avenue,,Roxbury Crossing,MA,02120,Suffolk,617-278-4288,https://bakercenter.org,42.331001,-71.1100327,MH,"53 Parker Hill Avenue, Roxbury Crossing, MA 02120",Judge Baker Childrens Center — Center for Effective Therapy
True,False,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,Justice Resource Institute Inc,Merrimack Center,,,Tewksbury,MA,01876,Norfolk,978-851-0790 x38652,https://www.jri.org,,,MH,"Tewksbury, MA 01876",Justice Resource Institute Inc — Merrimack Center
True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,Keys Behavioral Health,,890 East Street,,Tewksbury,MA,01876,Middlesex,844-916-4088,https://keysbh.com,42.61865,-71.1956053,MH,"890 East Street, Tewksbury, MA 01876",Keys Behavioral Health
True,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,LEADER,McLean Hospital,115 Mill Street,,Belmont,MA,02478,Middlesex,617-855-3141,https://www.mcleanhospital.org/programs/leader,42.3948369,-71.1955271,MH,"115 Mill Street, Belmont, MA 02478",LEADER — McLean Hospital
False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,Lahey Health Behavioral Services,Methadone Program,111 Middleton Road,,Danvers,MA,01923,Essex,978-777-2121 x7677,https://www.bilhbehavioral.org,42.5867649,-70.976738,SU,"111 Middleton Road, Danvers, MA 01923",Lahey Health Behavioral Services — Methadone Program
False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,Lahey Health Behavioral Services,Tewksbury Treatment Center,365 East Street,"Saunders Building, Suite D-1",Tewksbury,MA,01876,Middlesex,978-259-7000,https://www.bilhbehavioral.org,42.611262,-71.2188593,SU,"365 East Street, Saunders Building, Suite D-1, Tewksbury, MA 01876",Lahey Health Behavioral Services — Tewksbury Treatment Center
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,Lahey Health Behavioral Services,Beverly Clinic,800 Cummings Center,Suite 266-T,Beverly,MA,01915,Essex,978-921-1190,https://www.nebhealth.org,42.5609592,-70.8873378,MH,"800 Cummings Center, Suite 266-T, Beverly, MA 01915",Lahey Health Behavioral Services — Beverly Clinic
False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,Lawrence Comprehensive Treatment,Center,10 Embankment Street,,Lawrence,MA,01841,Essex,978-687-6300 x200,https://www.ctcprograms.com/location/lawrence-comprehensive-treatment-center/,42.7027201,-71.1689256,SU,"10 Embankment Street, Lawrence, MA 01841",Lawrence Comprehensive Treatment — Center
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,Lowell Community Health Center Inc,Behavioral Health Services Outpatient,161 Jackson Street,,Lowell,MA,01852,Middlesex,978-937-9700 x6730,https://www.lchealth.org,42.6418133,-71.3115185,MH,"161 Jackson Street, Lowell, MA 01852",Lowell Community Health Center Inc — Behavioral Health Services Outpatient
False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,Lowell Comprehensive Treatment Center,,22 Olde Canal Drive,,Lowell,MA,01851,Middlesex,978-452-5155 x210,https://www.ctcprograms.com/location/lowell-comprehensive-treatment-center/,42.6232198,-71.3509598,SU,"22 Olde Canal Drive, Lowell, MA 01851",Lowell Comprehensive Treatment Center
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,Lynn Comprehensive Treatment Center,Habit Opco LLC,11 Circle Avenue,,Lynn,MA,01905,Essex,781-595-2413 x106,https://www.ctcprograms.com/location/lynn-comprehensive-tr,42.4533028,-70.958813,SU,"11 Circle Avenue, Lynn, MA 01905",Lynn Comprehensive Treatment Center — Habit Opco LLC
False,True,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,False,True,True,True,MCAT LLC,DBA as Evoke Wellness at Cohasset,1 Chief Justice Cushing Highway,,Cohasset,MA,02025,Norfolk,781-208-4440,https://www.evokewellnessma.com,42.2390365,-70.8472549,SU,"1 Chief Justice Cushing Highway, Cohasset, MA 02025",MCAT LLC — DBA as Evoke Wellness at Cohasset
True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,MENTOR South Bay,,541 Main Street,Suite 303,South Weymouth,MA,02190,Norfolk,781-331-7866,https://mentorsouthbay.com,42.1879521,-70.9560209,MH,"541 Main Street, Suite 303, South Weymouth, MA 02190",MENTOR South Bay
True,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,Marblehead Counseling Center Inc,,66 Clifton Avenue,,Marblehead,MA,01945,Essex,781-631-8273,https://www.marbleheadcounseling.org,42.484094,-70.880171,MH,"66 Clifton Avenue, Marblehead, MA 01945",Marblehead Counseling Center Inc
True,True,False,False,True,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,Massachusetts Center for,Adolescent Wellness,639 Granite Street,Suite 401,Braintree,MA,02184,Norfolk,855-451-2503,https://www.masscenters.com,42.2099556,-71.0216471,MH,"639 Granite Street, Suite 401, Braintree, MA 02184",Massachusetts Center for — Adolescent Wellness
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,Massachusetts TC Clinical Group,,1311 Main Street,,Brockton,MA,02301,Plymouth,774-517-5076,https://www.tcclinicalgroup.org,42.0593877,-71.0144475,SU,"1311 Main Street, Brockton, MA 02301",Massachusetts TC Clinical Group
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,Mayflower Recovery Center,CSS,362 Middlesex Avenue,,Wilmington,MA,01887,Middlesex,978-737-7937,https://www.mayflowerrecovery.com,42.5693248,-71.1599371,SU,"362 Middlesex Avenue, Wilmington, MA 01887",Mayflower Recovery Center — CSS
False,True,False,False,False,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,McLean Hospital,Alcohol and Drug Abuse Treatment,115 Mill Street,Mail Stop 222,Belmont,MA,02478,Middlesex,617-855-2215,https://www.mcleanhospital.org,42.3948369,-71.1955271,SU,"115 Mill Street, Mail Stop 222, Belmont, MA 02478",McLean Hospital — Alcohol and Drug Abuse Treatment
True,True,True,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,Mentor South Bay,,,,Wakefield,MA,01880,Middlesex,781-851-2648,https://www.mentorsouthbay.com,,,MH,"Wakefield, MA 01880",Mentor South Bay
True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,Mentor South Bay,,103 Commercial Street,3rd Floor,Brockton,MA,02302,Plymouth,508-580-4691,https://www.mentorsouthbay.com,42.0828293,-71.0157431,MH,"103 Commercial Street, 3rd Floor, Brockton, MA 02302",Mentor South Bay
True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False,Mentor South Bay,,22 Old Canal Drive,,Lowell,MA,01851,Middlesex,978-453-6800,https://mentorsouthbay.com,42.6232198,-71.3509598,SU,"22 Old Canal Drive, Lowell, MA 01851",Mentor South Bay
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,Mentor South Bay,,360 Merrimack Street,"Building 9, Entrance H",Lawrence,MA,01843,Essex,978-688-4830 x1150,https://mentorsouthbay.com,42.7046864,-71.1441826,MH,"360 Merrimack Street, Building 9, Entrance H, Lawrence, MA 01843",Mentor South Bay
True,True,True,False,True,True,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,Meta Addiction Treatment,,55 Concord Street,,North Reading,MA,01864,Middlesex,978-776-3206,https://www.metaaddictiontreatment.com,42.5604389,-71.1239575,MH,"55 Concord Street, North Reading, MA 01864",Meta Addiction Treatment
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Middlesex Human Service Agency Inc,Answer House Recovery Home,5 G Street,,Boston,MA,02127,Suffolk,617-268-7124,https://www.mhsainc.org,42.3361379,-71.0444607,SU,"5 G Street, Boston, MA 02127",Middlesex Human Service Agency Inc — Answer House Recovery Home
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,Middlesex Recovery PC,,2 Courthouse Lane,Unit 2,Chelmsford,MA,01824,Middlesex,978-459-8074,https://www.middlesexrecovery.com/company/locations/chelmsford/,42.6240974,-71.3590567,SU,"2 Courthouse Lane, Unit 2, Chelmsford, MA 01824",Middlesex Recovery PC
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,Middlesex Recovery PC,,20 Tower Office Park,,Woburn,MA,01801,Middlesex,781-305-3300,https://www.middlesexrecovery.com,42.5016666,-71.1239631,SU,"20 Tower Office Park, Woburn, MA 01801",Middlesex Recovery PC
False,True,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,Middlesex Recovery Stoughton,,966 Park Street,Suite B-3,Stoughton,MA,02072,Norfolk,781-633-6785,https://www.middlesexrecovery.com/locations/stoughton/,42.1116024,-71.0723869,SU,"966 Park Street, Suite B-3, Stoughton, MA 02072",Middlesex Recovery Stoughton
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,Mindgrove Health,,20 Cabot Boulevard,Suite 300,Mansfield,MA,02048,Bristol,781-202-1565,https://www.mindgrovehealth.com,42.0279805,-71.2442618,MH,"20 Cabot Boulevard, Suite 300, Mansfield, MA 02048",Mindgrove Health
False,True,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,True,Mirasol Center for Healing,,170 Morton Street,12th Floor South,Jamaica Plain,MA,02130,Suffolk,617-318-5118,https://www.baycovehumanservices.org,42.3389582,-71.0876222,SU,"170 Morton Street, 12th Floor South, Jamaica Plain, MA 02130",Mirasol Center for Healing
True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Monomoy Health,,,,Watertown,MA,02472,Middlesex,617-286-4059,https://www.monomoyhealth.com,,,MH,"Watertown, MA 02472",Monomoy Health
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,NEW Health Charlestown,Behavioral Health/Substance Use Prog,15 Tufts Street,,Charlestown,MA,02129,Suffolk,857-238-1120,https://newhealthcharlestown.org,42.3778685,-71.0567876,MH,"15 Tufts Street, Charlestown, MA 02129",NEW Health Charlestown — Behavioral Health/Substance Use Prog
True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,New Day,,242 Highland Avenue,,Somerville,MA,02143,Middlesex,617-628-8188,https://www.baycove.org,42.3907461,-71.1096972,SU,"242 Highland Avenue, Somerville, MA 02143",New Day
False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,New England Aftercare Ministries Inc,The Bridge House,18 Summit Street,,Framingham,MA,01702,Middlesex,508-872-6194 x114,https://www.thebridgehouse.org,42.2731728,-71.4119851,SU,"18 Summit Street, Framingham, MA 01702",New England Aftercare Ministries Inc — The Bridge House
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,New Horizons Medical,,214 Howard Street,,Framingham,MA,01702,Middlesex,508-872-0700,https://www.newhorizonsmedical.org,42.2780929,-71.4138448,MH,"214 Howard Street, Framingham, MA 01702",New Horizons Medical
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,New Horizons Medical,,222 Blossom Street Extension,,Lynn,MA,01901,Essex,781-584-4645,https://www.newhorizonsmedical.org/,42.4567743,-70.9506395,SU,"222 Blossom Street Extension, Lynn, MA 01901",New Horizons Medical
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,New Horizons Medical,,500 Congress Street,Suite 2-G,Quincy,MA,02169,Norfolk,617-481-6949,https://www.newhorizonsmedical.org,42.2346821,-71.0162248,SU,"500 Congress Street, Suite 2-G, Quincy, MA 02169",New Horizons Medical
False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,North Charles Institute for the Addict,Medication Unit at the Camb,,,Cambridge,MA,02140,Middlesex,617-876-0823,https://www.northcharles.org,,,SU,"Cambridge, MA 02140",North Charles Institute for the Addict — Medication Unit at the Camb
False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,North Charles Institute for the Addict,Counseling and Administrative Offices,2500 Massachusetts Avenue,,Cambridge,MA,02140,Middlesex,617-661-5700,https://www.northcharles.org,42.3989591,-71.1325722,SU,"2500 Massachusetts Avenue, Cambridge, MA 02140",North Charles Institute for the Addict — Counseling and Administrative Offices
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,North End Waterfront Health,Behavioral Health/Substance Use Dept,332 Hanover Street,,Boston,MA,02113,Suffolk,617-643-1195,https://northendwaterfronthealth.org,42.3648007,-71.0537232,MH,"332 Hanover Street, Boston, MA 02113",North End Waterfront Health — Behavioral Health/Substance Use Dept
True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,North Suffolk Community Services,East Boston Counseling Center,14 Porter Street,,Boston,MA,02128,Suffolk,866-781-6727,https://www.northsuffolk.org,42.3748077,-71.0380302,SU,"14 Porter Street, Boston, MA 02128",North Suffolk Community Services — East Boston Counseling Center
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,North Suffolk Community Services,Freedom Trail Clinic,25 Staniford Street,2nd Floor,Boston,MA,02114,Suffolk,866-781-6727,https://www.northsuffolk.org,42.3625908,-71.0636032,MH,"25 Staniford Street, 2nd Floor, Boston, MA 02114",North Suffolk Community Services — Freedom Trail Clinic
True,False,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,North Suffolk Community Services,Revere Counseling Center,265 Beach Street,,Revere,MA,02151,Suffolk,866-781-6727,https://northsuffolk.org/,42.4090179,-71.0069045,MH,"265 Beach Street, Revere, MA 02151",North Suffolk Community Services — Revere Counseling Center
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,North Suffolk Community Services,Chelsea Counseling Center,301 Broadway,,Chelsea,MA,02150,Suffolk,866-781-6727,https://www.northsuffolk.org,42.3910401,-71.0366372,SU,"301 Broadway, Chelsea, MA 02150",North Suffolk Community Services — Chelsea Counseling Center
True,True,True,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,North Suffolk Community Services,Meridian House,408 Meridian Street,,Boston,MA,02128,Suffolk,866-781-6727,https://www.northsuffolk.org,42.3804071,-71.039586,MH,"408 Meridian Street, Boston, MA 02128",North Suffolk Community Services — Meridian House
False,True,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,Northstar Recovery Center,,132 Turnpike Road,Suite 200,Southborough,MA,01772,Worcester,888-311-0911,https://www.NorthstarRecoveryCenter.com,42.2913777,-71.5149026,SU,"132 Turnpike Road, Suite 200, Southborough, MA 01772",Northstar Recovery Center
True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Northstar Recovery Center,,132 Turnpike Road,Suite 200,Southborough,MA,01772,Worcester,888-339-5756,https://northstarrecoverycenter.com/,42.2913777,-71.5149026,MH,"132 Turnpike Road, Suite 200, Southborough, MA 01772",Northstar Recovery Center
True,True,True,False,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,NuLife Behavioral Health,,130 Worcester Road,Building 2,Framingham,MA,01702,Middlesex,508-301-1380,https://nulifebehavioralhealth.com,42.2977503,-71.398639,MH,"130 Worcester Road, Building 2, Framingham, MA 01702",NuLife Behavioral Health
False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,Old Colony Comprehensive Counseling,,104 Torrey Street,,Brockton,MA,02301,Plymouth,508-427-4383,https://www.oldcolonyymca.org/community-social-services/counseling,42.0731434,-71.0461553,SU,"104 Torrey Street, Brockton, MA 02301",Old Colony Comprehensive Counseling
True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,Old Colony Y Comprehensive Counseling,,104 Torrey Street,,Brockton,MA,02301,Plymouth,508-427-4383,https://www.oldcolonyymca.org/community-social-services/counseling,42.0731434,-71.0461553,MH,"104 Torrey Street, Brockton, MA 02301",Old Colony Y Comprehensive Counseling
False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Providence Treatment,,896 Beacon Street,Suite A,Boston,MA,02215,Suffolk,484-445-4145,https://www.providencetreatment.com,42.3469897,-71.1055338,SU,"896 Beacon Street, Suite A, Boston, MA 02215",Providence Treatment
True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,Psychological Center,Pegasus House,482 Lowell Street,,Lawrence,MA,01841,Essex,978-687-4257,https://www.psychologicalcenter.com,42.7019548,-71.1794731,SU,"482 Lowell Street, Lawrence, MA 01841",Psychological Center — Pegasus House
True,True,True,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,Quincy Comprehensive Treatment Center,Arbour Hospital,460 Quincy Avenue,,Quincy,MA,02169,Norfolk,617-801-5120,https://www.ctcprograms.com/location/quincy-mobile,42.2385863,-70.9800815,MH,"460 Quincy Avenue, Quincy, MA 02169",Quincy Comprehensive Treatment Center — Arbour Hospital
True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,Recovery Centers of America,Danvers,75 Lindall Street,,Danvers,MA,01923,Essex,978-223-9300,https://www.recoverycentersofamerica.com,42.5734876,-70.9433618,MH,"75 Lindall Street, Danvers, MA 01923",Recovery Centers of America — Danvers
True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,Recovery Services LLC,DBA Elevate Recovery,267 Boston Road,"Building B, Suites 22-24",North Billerica,MA,01862,Middlesex,877-592-2102,https://www.elevaterecoveryma.com,42.5752475,-71.2833376,MH,"267 Boston Road, Building B, Suites 22-24, North Billerica, MA 01862",Recovery Services LLC — DBA Elevate Recovery
True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,Recovery Team/Newton,,233 Needham Street,Suite 203,Newton Upper Falls,MA,02464,Middlesex,833-616-1093,https://www.recoveryteam.org/locations/newton/,42.3099732,-71.2149478,SU,"233 Needham Street, Suite 203, Newton Upper Falls, MA 02464",Recovery Team/Newton
True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,Resilience Behavioral Health,,1600 Providence Highway,Suite 100,Walpole,MA,02081,Norfolk,508-684-2205,https://www.resiliencebehavioralhealthcenters.com,42.1233171,-71.2315272,MH,"1600 Providence Highway, Suite 100, Walpole, MA 02081",Resilience Behavioral Health
True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,Riverbend,Ambulatory Services,101 Jackson Street,4th Floor,Lowell,MA,01852,Middlesex,978-459-8656,https://www.riverbendmv.org,42.642321,-71.3101303,SU,"101 Jackson Street, 4th Floor, Lowell, MA 01852",Riverbend — Ambulatory Services
False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,Riverbend/Formerly Lowell House Inc,Mens Recovery Home,P.O. Box 359,1751 Main Street,Tewksbury,MA,01876,Middlesex,978-459-3371 x201,https://www.riverbendmv.org,,,SU,"P.O. Box 359, 1751 Main Street, Tewksbury, MA 01876",Riverbend/Formerly Lowell House Inc — Mens Recovery Home
True,True,True,False,False,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,Riverside Community Care,Somerville Outpatient Center,117 Summer Street,2nd Floor,Somerville,MA,02143,Middlesex,617-354-2275,https://www.riversidecc.org,42.3856897,-71.102806,MH,"117 Summer Street, 2nd Floor, Somerville, MA 02143",Riverside Community Care — Somerville Outpatient Center
True,True,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,True,Riverside OP Center at Norwood,,190 Lenox Street,,Norwood,MA,02062,Norfolk,781-769-8670,https://www.riversidecc.org,42.1891546,-71.1983613,MH,"190 Lenox Street, Norwood, MA 02062",Riverside OP Center at Norwood
False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,SMOC Behavioral Healthcare,Sage House,517 Winter Street,,Framingham,MA,01702,Middlesex,508-626-2586 x210,https://www.smoc.org,42.285193,-71.443207,SU,"517 Winter Street, Framingham, MA 01702",SMOC Behavioral Healthcare — Sage House
True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,SMOC Behavioral Healthcare,,7 Bishop Street,Building 29,Framingham,MA,01702,Middlesex,508-879-2250,https://www.smoc.org,,,SU,"7 Bishop Street, Building 29, Framingham, MA 01702",SMOC Behavioral Healthcare
False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,Sheehan Womens Program,Lowell House Inc,,,Lowell,MA,01852,Middlesex,978-640-0840,https://www.lowellhouseinc.org,,,SU,"Lowell, MA 01852",Sheehan Womens Program — Lowell House Inc
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,Spectrum Health Systems Inc,Main Street,178 Main Street,,Weymouth,MA,02188,Norfolk,781-331-0690,https://www.spectrumhealthsystems.org,42.2015295,-70.9552729,MH,"178 Main Street, Weymouth, MA 02188",Spectrum Health Systems Inc — Main Street
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,Spectrum Health Systems Inc,,184 Broadway,,Saugus,MA,01906,Essex,781-233-1095,https://www.spectrumhealthsystems.org,42.4903100692643,-71.0153344024478,SU,"184 Broadway, Saugus, MA 01906",Spectrum Health Systems Inc
True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,Spectrum Health Systems Inc,,68 Franklin Street,,Framingham,MA,01702,Middlesex,508-875-5801,https://www.spectrumhealthsystems.org,42.2790877,-71.4184797,SU,"68 Franklin Street, Framingham, MA 01702",Spectrum Health Systems Inc
False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,Spectrum Health Systems Inc,Weymouth Inpatient,861 Main Street,,South Weymouth,MA,02190,Norfolk,339-499-4092,https://www.spectrumhealthsystems.org,42.1756832,-70.9561196,SU,"861 Main Street, South Weymouth, MA 02190",Spectrum Health Systems Inc — Weymouth Inpatient
